c_lent-sausage,c_new-years-leftover-sausage,c_october-sausage-dump,c_rapujuhlat-sausage,c_tenday-sausage,date,sales_price,sales_quantity
0.0,0.0,0.0,0.0,0.0,2003-01-31,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-02-01,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2003-02-02,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-02-03,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-02-04,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-02-05,1.00,12.0
0.0,0.0,0.0,0.0,0.0,2003-02-06,1.00,18.0
0.0,0.0,0.0,0.0,0.0,2003-02-07,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2003-02-08,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2003-02-09,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-02-10,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-02-11,1.00,37.0
1.0,0.0,0.0,0.0,0.0,2003-02-12,1.00,47.0
1.0,0.0,0.0,0.0,0.0,2003-02-13,1.00,33.0
1.0,0.0,0.0,0.0,0.0,2003-02-14,1.00,21.0
1.0,0.0,0.0,0.0,0.0,2003-02-15,1.00,31.0
1.0,0.0,0.0,0.0,0.0,2003-02-16,1.00,28.0
1.0,0.0,0.0,0.0,0.0,2003-02-17,1.00,35.0
1.0,0.0,0.0,0.0,0.0,2003-02-18,1.00,42.0
1.0,0.0,0.0,0.0,0.0,2003-02-19,1.00,17.0
1.0,0.0,0.0,0.0,0.0,2003-02-20,1.00,32.0
1.0,0.0,0.0,0.0,0.0,2003-02-21,1.00,31.0
1.0,0.0,0.0,0.0,0.0,2003-02-22,1.00,28.0
1.0,0.0,0.0,0.0,0.0,2003-02-23,1.00,24.0
1.0,0.0,0.0,0.0,0.0,2003-02-24,1.00,30.0
1.0,0.0,0.0,0.0,0.0,2003-02-25,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2003-02-26,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-02-27,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2003-02-28,1.00,24.0
0.0,0.0,0.0,0.0,1.0,2003-03-01,0.80,56.0
0.0,0.0,0.0,0.0,1.0,2003-03-02,0.80,67.0
0.0,0.0,0.0,0.0,1.0,2003-03-03,0.80,42.0
1.0,0.0,0.0,0.0,1.0,2003-03-04,0.80,55.0
1.0,0.0,0.0,0.0,1.0,2003-03-05,0.80,74.0
1.0,0.0,0.0,0.0,1.0,2003-03-06,0.80,100.0
1.0,0.0,0.0,0.0,1.0,2003-03-07,0.80,112.0
1.0,0.0,0.0,0.0,1.0,2003-03-08,0.80,65.0
1.0,0.0,0.0,0.0,1.0,2003-03-09,0.80,53.0
1.0,0.0,0.0,0.0,1.0,2003-03-10,0.80,89.0
1.0,0.0,0.0,0.0,1.0,2003-03-11,0.80,95.0
1.0,0.0,0.0,0.0,1.0,2003-03-12,0.80,29.0
1.0,0.0,0.0,0.0,1.0,2003-03-13,0.80,49.0
1.0,0.0,0.0,0.0,1.0,2003-03-14,0.80,62.0
1.0,0.0,0.0,0.0,0.0,2003-03-15,1.00,44.0
1.0,0.0,0.0,0.0,0.0,2003-03-16,1.00,28.0
1.0,0.0,0.0,0.0,0.0,2003-03-17,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-03-18,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2003-03-19,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-03-20,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-03-21,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-03-22,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-03-23,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2003-03-24,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-03-25,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-03-26,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2003-03-27,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-03-28,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-03-29,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2003-03-30,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-03-31,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2003-04-01,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2003-04-02,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-04-03,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-04-04,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-04-05,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-04-06,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-04-07,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-04-08,1.00,16.0
0.0,0.0,0.0,0.0,0.0,2003-04-09,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2003-04-10,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-04-11,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2003-04-12,1.00,60.0
0.0,0.0,0.0,0.0,0.0,2003-04-13,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2003-04-14,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-04-15,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-04-16,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-04-17,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-04-18,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-04-19,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-04-20,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-04-21,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-04-22,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-04-23,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2003-04-24,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2003-04-25,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-04-26,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2003-04-27,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2003-04-28,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-04-29,1.00,58.0
0.0,0.0,0.0,0.0,0.0,2003-04-30,1.00,54.0
0.0,0.0,0.0,0.0,0.0,2003-05-01,1.00,48.0
0.0,0.0,0.0,0.0,0.0,2003-05-02,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-05-03,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2003-05-04,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2003-05-05,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2003-05-06,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-05-07,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-05-08,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-05-09,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2003-05-10,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2003-05-11,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-05-12,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2003-05-13,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-05-14,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2003-05-15,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-05-16,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-05-17,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-05-18,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2003-05-19,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2003-05-20,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2003-05-21,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-05-22,1.00,52.0
0.0,0.0,0.0,0.0,0.0,2003-05-23,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2003-05-24,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2003-05-25,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2003-05-26,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2003-05-27,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2003-05-28,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-05-29,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-05-30,1.00,62.0
0.0,0.0,0.0,0.0,0.0,2003-05-31,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2003-06-01,1.00,56.0
0.0,0.0,0.0,0.0,0.0,2003-06-02,1.00,55.0
0.0,0.0,0.0,0.0,0.0,2003-06-03,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-06-04,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2003-06-05,1.00,52.0
0.0,0.0,0.0,0.0,0.0,2003-06-06,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2003-06-07,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-06-08,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2003-06-09,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-06-10,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2003-06-11,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-06-12,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-06-13,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2003-06-14,1.00,55.0
0.0,0.0,0.0,0.0,0.0,2003-06-15,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-06-16,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-06-17,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2003-06-18,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-06-19,1.00,56.0
0.0,0.0,0.0,0.0,0.0,2003-06-20,1.00,60.0
0.0,0.0,0.0,0.0,0.0,2003-06-21,1.00,66.0
0.0,0.0,0.0,0.0,0.0,2003-06-22,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-06-23,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-06-24,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-06-25,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2003-06-26,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2003-06-27,1.00,53.0
0.0,0.0,0.0,0.0,0.0,2003-06-28,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-06-29,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2003-06-30,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-07-01,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-07-02,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-07-03,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-07-04,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2003-07-05,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2003-07-06,1.00,48.0
0.0,0.0,0.0,0.0,0.0,2003-07-07,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2003-07-08,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2003-07-09,1.00,59.0
0.0,0.0,0.0,0.0,0.0,2003-07-10,1.00,56.0
0.0,0.0,0.0,0.0,0.0,2003-07-11,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-07-12,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2003-07-13,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2003-07-14,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-07-15,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-07-16,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-07-17,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-07-18,1.00,56.0
0.0,0.0,0.0,0.0,0.0,2003-07-19,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-07-20,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-07-21,1.00,46.0
0.0,0.0,0.0,0.0,0.0,2003-07-22,1.00,57.0
0.0,0.0,0.0,0.0,0.0,2003-07-23,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-07-24,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-07-25,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2003-07-26,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-07-27,1.00,54.0
0.0,0.0,0.0,0.0,0.0,2003-07-28,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-07-29,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-07-30,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-07-31,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-08-01,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2003-08-02,1.00,55.0
0.0,0.0,0.0,0.0,0.0,2003-08-03,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-08-04,1.00,43.0
0.0,0.0,0.0,0.0,0.0,2003-08-05,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-08-06,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2003-08-07,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-08-08,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-08-09,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2003-08-10,1.00,50.0
0.0,0.0,0.0,0.0,0.0,2003-08-11,1.00,49.0
0.0,0.0,0.0,0.0,0.0,2003-08-12,1.00,57.0
0.0,0.0,0.0,0.0,0.0,2003-08-13,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-08-14,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2003-08-15,1.00,47.0
0.0,0.0,0.0,0.0,0.0,2003-08-16,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-08-17,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-08-18,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-08-19,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-08-20,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2003-08-21,1.00,35.0
0.0,0.0,0.0,1.0,0.0,2003-08-22,0.90,39.0
0.0,0.0,0.0,1.0,0.0,2003-08-23,0.90,59.0
0.0,0.0,0.0,1.0,0.0,2003-08-24,0.90,54.0
0.0,0.0,0.0,1.0,0.0,2003-08-25,0.90,57.0
0.0,0.0,0.0,1.0,0.0,2003-08-26,0.90,83.0
0.0,0.0,0.0,1.0,0.0,2003-08-27,0.90,61.0
0.0,0.0,0.0,1.0,0.0,2003-08-28,0.90,48.0
0.0,0.0,0.0,1.0,0.0,2003-08-29,0.90,41.0
0.0,0.0,0.0,0.0,0.0,2003-08-30,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-08-31,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2003-09-01,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-09-02,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-09-03,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-09-04,1.00,51.0
0.0,0.0,0.0,0.0,0.0,2003-09-05,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-09-06,1.00,41.0
0.0,0.0,0.0,0.0,0.0,2003-09-07,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-09-08,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-09-09,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-09-10,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-09-11,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-09-12,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-09-13,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2003-09-14,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-09-15,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-09-16,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2003-09-17,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-09-18,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-09-19,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2003-09-20,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-09-21,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2003-09-22,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-09-23,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-09-24,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-09-25,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-09-26,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-09-27,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-09-28,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-09-29,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2003-09-30,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-10-01,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2003-10-02,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-10-03,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-10-04,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-10-05,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-10-06,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-10-07,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2003-10-08,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2003-10-09,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2003-10-10,1.00,28.0
0.0,0.0,0.0,0.0,0.0,2003-10-11,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-10-12,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2003-10-13,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-10-14,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2003-10-15,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2003-10-16,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2003-10-17,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-10-18,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2003-10-19,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-10-20,1.00,33.0
0.0,0.0,0.0,0.0,0.0,2003-10-21,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-10-22,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-10-23,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2003-10-24,1.00,45.0
0.0,0.0,0.0,0.0,0.0,2003-10-25,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2003-10-26,1.00,37.0
0.0,0.0,0.0,0.0,0.0,2003-10-27,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-10-28,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2003-10-29,1.00,42.0
0.0,0.0,0.0,0.0,0.0,2003-10-30,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2003-10-31,1.00,24.0
0.0,0.0,1.0,0.0,0.0,2003-11-01,0.50,79.0
0.0,0.0,1.0,0.0,0.0,2003-11-02,0.50,69.0
0.0,0.0,1.0,0.0,0.0,2003-11-03,0.50,76.0
0.0,0.0,1.0,0.0,0.0,2003-11-04,0.50,121.0
0.0,0.0,1.0,0.0,0.0,2003-11-05,0.50,100.0
0.0,0.0,1.0,0.0,0.0,2003-11-06,0.50,72.0
0.0,0.0,1.0,0.0,0.0,2003-11-07,0.50,74.0
0.0,0.0,1.0,0.0,0.0,2003-11-08,0.50,72.0
0.0,0.0,1.0,0.0,0.0,2003-11-09,0.50,79.0
0.0,0.0,1.0,0.0,0.0,2003-11-10,0.50,98.0
0.0,0.0,1.0,0.0,0.0,2003-11-11,0.50,90.0
0.0,0.0,1.0,0.0,0.0,2003-11-12,0.50,103.0
0.0,0.0,1.0,0.0,0.0,2003-11-13,0.50,77.0
0.0,0.0,1.0,0.0,0.0,2003-11-14,0.50,68.0
0.0,0.0,1.0,0.0,0.0,2003-11-15,0.50,79.0
0.0,0.0,1.0,0.0,0.0,2003-11-16,0.50,33.0
0.0,0.0,1.0,0.0,0.0,2003-11-17,0.50,84.0
0.0,0.0,1.0,0.0,0.0,2003-11-18,0.50,127.0
0.0,0.0,1.0,0.0,0.0,2003-11-19,0.50,112.0
0.0,0.0,1.0,0.0,0.0,2003-11-20,0.50,105.0
0.0,0.0,1.0,0.0,0.0,2003-11-21,0.50,76.0
0.0,0.0,1.0,0.0,0.0,2003-11-22,0.50,84.0
0.0,0.0,1.0,0.0,0.0,2003-11-23,0.50,79.0
0.0,0.0,1.0,0.0,0.0,2003-11-24,0.50,98.0
0.0,0.0,1.0,0.0,0.0,2003-11-25,0.50,91.0
0.0,0.0,1.0,0.0,0.0,2003-11-26,0.50,113.0
0.0,0.0,1.0,0.0,0.0,2003-11-27,0.50,43.0
0.0,0.0,1.0,0.0,0.0,2003-11-28,0.50,102.0
0.0,0.0,1.0,0.0,0.0,2003-11-29,0.50,84.0
0.0,0.0,1.0,0.0,0.0,2003-11-30,0.50,85.0
0.0,0.0,1.0,0.0,0.0,2003-12-01,0.50,63.0
0.0,0.0,0.0,0.0,0.0,2003-12-02,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2003-12-03,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-12-04,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2003-12-05,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2003-12-06,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-12-07,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2003-12-08,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-12-09,1.00,22.0
0.0,0.0,0.0,0.0,0.0,2003-12-10,1.00,17.0
0.0,0.0,0.0,0.0,0.0,2003-12-11,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2003-12-12,1.00,39.0
0.0,0.0,0.0,0.0,0.0,2003-12-13,1.00,15.0
0.0,0.0,0.0,0.0,0.0,2003-12-14,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2003-12-15,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2003-12-16,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2003-12-17,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-12-18,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2003-12-19,1.00,40.0
0.0,0.0,0.0,0.0,0.0,2003-12-20,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2003-12-21,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2003-12-22,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-12-23,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-12-24,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2003-12-25,1.00,35.0
0.0,0.0,0.0,0.0,0.0,2003-12-26,1.00,24.0
0.0,0.0,0.0,0.0,0.0,2003-12-27,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2003-12-28,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2003-12-29,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2003-12-30,1.00,13.0
0.0,0.0,0.0,0.0,0.0,2003-12-31,1.00,17.0
0.0,1.0,0.0,0.0,0.0,2004-01-01,0.70,102.0
0.0,1.0,0.0,0.0,0.0,2004-01-02,0.70,26.0
0.0,1.0,0.0,0.0,0.0,2004-01-03,0.70,99.0
0.0,1.0,0.0,0.0,0.0,2004-01-04,0.70,48.0
0.0,1.0,0.0,0.0,0.0,2004-01-05,0.70,90.0
0.0,0.0,0.0,0.0,0.0,2004-01-06,1.00,48.0
0.0,0.0,0.0,0.0,0.0,2004-01-07,1.00,7.0
0.0,0.0,0.0,0.0,0.0,2004-01-08,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2004-01-09,1.00,27.0
0.0,0.0,0.0,0.0,0.0,2004-01-10,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2004-01-11,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2004-01-12,1.00,38.0
0.0,0.0,0.0,0.0,0.0,2004-01-13,1.00,31.0
0.0,0.0,0.0,0.0,0.0,2004-01-14,1.00,15.0
0.0,0.0,0.0,0.0,0.0,2004-01-15,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2004-01-16,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2004-01-17,1.00,18.0
0.0,0.0,0.0,0.0,0.0,2004-01-18,1.00,34.0
0.0,0.0,0.0,0.0,0.0,2004-01-19,1.00,25.0
0.0,0.0,0.0,0.0,0.0,2004-01-20,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2004-01-21,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2004-01-22,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2004-01-23,1.00,16.0
0.0,0.0,0.0,0.0,0.0,2004-01-24,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2004-01-25,1.00,29.0
0.0,0.0,0.0,0.0,0.0,2004-01-26,1.00,18.0
0.0,0.0,0.0,0.0,0.0,2004-01-27,1.00,19.0
0.0,0.0,0.0,0.0,0.0,2004-01-28,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2004-01-29,1.00,36.0
0.0,0.0,0.0,0.0,0.0,2004-01-30,1.00,6.0
0.0,0.0,0.0,0.0,0.0,2004-01-31,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2004-02-01,1.00,15.0
0.0,0.0,0.0,0.0,0.0,2004-02-02,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2004-02-03,1.00,44.0
0.0,0.0,0.0,0.0,0.0,2004-02-04,1.00,20.0
0.0,0.0,0.0,0.0,0.0,2004-02-05,1.00,30.0
0.0,0.0,0.0,0.0,0.0,2004-02-06,1.00,32.0
0.0,0.0,0.0,0.0,0.0,2004-02-07,1.00,18.0
0.0,0.0,0.0,0.0,0.0,2004-02-08,1.00,23.0
0.0,0.0,0.0,0.0,0.0,2004-02-09,1.00,21.0
0.0,0.0,0.0,0.0,0.0,2004-02-10,1.00,26.0
0.0,0.0,0.0,0.0,0.0,2004-02-11,1.00,37.0
1.0,0.0,0.0,0.0,0.0,2004-02-12,1.00,16.0
1.0,0.0,0.0,0.0,0.0,2004-02-13,1.00,35.0
1.0,0.0,0.0,0.0,0.0,2004-02-14,1.00,51.0
1.0,0.0,0.0,0.0,0.0,2004-02-15,1.00,28.0
1.0,0.0,0.0,0.0,0.0,2004-02-16,1.00,40.0
1.0,0.0,0.0,0.0,0.0,2004-02-17,1.00,36.0
1.0,0.0,0.0,0.0,0.0,2004-02-18,1.00,40.0
1.0,0.0,0.0,0.0,0.0,2004-02-19,1.00,5.0
1.0,0.0,0.0,0.0,0.0,2004-02-20,1.00,30.0
1.0,0.0,0.0,0.0,0.0,2004-02-21,1.00,45.0
1.0,0.0,0.0,0.0,0.0,2004-02-22,1.00,45.0
1.0,0.0,0.0,0.0,0.0,2004-02-23,1.00,21.0
1.0,0.0,0.0,0.0,0.0,2004-02-24,1.00,28.0
1.0,0.0,0.0,0.0,0.0,2004-02-25,1.00,38.0
1.0,0.0,0.0,0.0,0.0,2004-02-26,1.00,30.0
1.0,0.0,0.0,0.0,0.0,2004-02-27,1.00,40.0
1.0,0.0,0.0,0.0,0.0,2004-02-28,1.00,28.0
1.0,0.0,0.0,0.0,0.0,2004-02-29,1.00,34.0
1.0,0.0,0.0,0.0,1.0,2004-03-01,0.80,34.0
1.0,0.0,0.0,0.0,1.0,2004-03-02,0.80,92.0
